,term_begin_date,course_title,percentage_pass,total_count
8253,2019-08-26,Tonal Analysis,100.0,13
8254,2019-08-26,Tools and Utilities for Online Teaching,100.0,15
8255,2019-08-26,Topical Workshop in Psych & Quant Fnds,100.0,5
8256,2019-08-26,Topics Methodology,100.0,11
8257,2019-08-26,Topics in Actuarial Science,100.0,6
8258,2019-08-26,Topics in Agriculture and Rural Health,100.0,5
8259,2019-08-26,Topics in American Literature After 1900,90.9090909090909,22
8260,2019-08-26,Topics in Book Arts,80.0,5
8261,2019-08-26,Topics in Cinema and Culture,88.0,25
8262,2019-08-26,Topics in Computer Science I,82.85714285714286,35
8263,2019-08-26,Topics in Computer Science II,95.77464788732394,71
8264,2019-08-26,Topics in Criticism and Theory,83.33333333333334,12
8265,2019-08-26,Topics in Culture of the Hispanic World,100.0,17
8266,2019-08-26,Topics in Deaf Studies,100.0,16
8267,2019-08-26,Topics in Educ Measurement & Statistics,100.0,26
8268,2019-08-26,Topics in Event Management,93.75,32
8269,2019-08-26,Topics in Family Dentistry,100.0,86
8270,2019-08-26,"Topics in Film Form, Style, and Theory",70.58823529411765,17
8271,2019-08-26,Topics in French Studies,100.0,10
8272,2019-08-26,Topics in French Studies I,100.0,12
8273,2019-08-26,Topics in French Studies II,100.0,9
8274,2019-08-26,"Topics in Gender, Wmn's, & Sexuality Std",100.0,1
8275,2019-08-26,Topics in Health Administration,100.0,27
8276,2019-08-26,Topics in Human Rights,94.73684210526315,19
8277,2019-08-26,Topics in Material Analysis,100.0,12
8278,2019-08-26,Topics in Metaphysics,100.0,16
8279,2019-08-26,Topics in Modern British Lit Before 1900,95.0,20
8280,2019-08-26,Topics in Musicology,100.0,25
8281,2019-08-26,Topics in Pharmacology and Neuroscience,100.0,13
8282,2019-08-26,Topics in Postcolonial Studies,100.0,21
8283,2019-08-26,Topics in Sculpture,100.0,18
8284,2019-08-26,Topics in Second Language Acquisition,100.0,7
8285,2019-08-26,Topics in Spanish American Literature,100.0,24
8286,2019-08-26,Topics in Spanish Literature,93.75,16
8287,2019-08-26,Topics in Sport and Recreation Mgt,100.0,19
8288,2019-08-26,Topics in Studio Arts,100.0,22
8289,2019-08-26,Topics in Teaching and Learning,83.92857142857143,56
8290,2019-08-26,Topics in Transnational Literature,94.44444444444444,18
8291,2019-08-26,Topics in Understanding Media,100.0,36
8292,2019-08-26,Topics in the Philosophy of Law,100.0,6
8293,2019-08-26,Torts,100.0,161
8294,2019-08-26,Toxic Agents,100.0,3
8295,2019-08-26,Toxic Agents and Concepts in Toxicology,100.0,18
8296,2019-08-26,Toxicology Journal Club,100.0,8
8297,2019-08-26,Toxicology Research,100.0,17
8298,2019-08-26,Toxicology Research Seminar,100.0,1
8299,2019-08-26,Traffic Engineering,100.0,22
8300,2019-08-26,Transcription,100.0,6
8301,2019-08-26,Transforming Media Telegraph to Internet,88.88888888888889,27
8302,2019-08-26,Transfusion Medicine,0.0,3
8303,2019-08-26,Translation Practicum English to Spanish,100.0,2
8304,2019-08-26,Translation Workshop,100.0,3
8305,2019-08-26,Translation Workshop: English to Spanish,100.0,21
8306,2019-08-26,Translation and Global Society,100.0,13
8307,2019-08-26,Translational Biomedical Research,100.0,2
8308,2019-08-26,Translational Histopathology,100.0,12
8309,2019-08-26,Translator-in-Residence Workshop,100.0,8
8310,2019-08-26,Transnational Sexualities,94.44444444444444,18
8311,2019-08-26,Transport Phenomena,100.0,6
8312,2019-08-26,Transportation Economics,89.28571428571429,28
8313,2019-08-26,Transportation and Land Use Planning,100.0,6
8314,2019-08-26,Trauma Across the Lifespan,94.66666666666667,75
8315,2019-08-26,Treatment Planning and Sequencing,100.0,86
8316,2019-08-26,Trial Advocacy,100.0,11
8317,2019-08-26,Trigonometry,90.2439024390244,41
8318,2019-08-26,Trusts and Estates I,100.0,63
8319,2019-08-26,Tutorial,100.0,1
8320,2019-08-26,Tx Dentulous - Intro to Occlusion - Lab,100.0,81
8321,2019-08-26,Tx Dentulous: Intro to Occlusion - Lect,100.0,81
8322,2019-08-26,Tx Part Edent Pt: Fxd Multi Pros Lect,100.0,81
8323,2019-08-26,Tx Part Edent: Fx Multi Unit - Pt Sim,100.0,83
8324,2019-08-26,Tx Part Edent: Single Tooth Imp - Pt Sim,100.0,81
8325,2019-08-26,Tx Part Edent: Single Tooth Impl - Lect,100.0,81
8326,2019-08-26,U of I Family Medicine Clerkship,0.0,2
8327,2019-08-26,U.S.A. in a World at War 1931-1945,81.81818181818183,44
8328,2019-08-26,UI STEP - Student to Employed Profession,100.0,25
8329,2019-08-26,Undergrad Clinical Law Internship Progrm,100.0,5
8330,2019-08-26,Undergrad Independ Study Public Health,100.0,2
8331,2019-08-26,Undergrad Project in Creative Writing,100.0,1
8332,2019-08-26,Undergraduate Biochemistry Research,100.0,13
8333,2019-08-26,Undergraduate Capstone Project,50.0,2
8334,2019-08-26,Undergraduate Ceramics Workshop,100.0,11
8335,2019-08-26,Undergraduate Honors Project,100.0,2
8336,2019-08-26,Undergraduate Independent Study,96.0,25
8337,2019-08-26,Undergraduate Research,100.0,52
8338,2019-08-26,Undergraduate Research Tutorial,100.0,1
8339,2019-08-26,Undergraduate Research in Microbiology,100.0,9
8340,2019-08-26,Undergraduate Research in Pharmacology,100.0,3
8341,2019-08-26,Undergraduate Research/Creative Projects,98.59154929577466,71
8342,2019-08-26,Undergraduate Sculpture I,96.0,25
8343,2019-08-26,Undergraduate Seminar,100.0,25
8344,2019-08-26,Undergraduate Translation Workshop,88.23529411764706,17
8345,2019-08-26,Undergraduate Writers' Workshop: Fiction,100.0,10
8346,2019-08-26,Undergraduate Writers' Workshop: Poetry,100.0,10
8347,2019-08-26,Understanding American Cultures,97.84946236559139,93
8348,2019-08-26,Understanding Comm: Social Scientific,94.82758620689656,174
8349,2019-08-26,Understanding Health & Disease in Africa,100.0,26
8350,2019-08-26,Understanding Human Disease,90.9090909090909,55
8351,2019-08-26,University Band,100.0,88
8352,2019-08-26,University Choir,98.0,50
8353,2019-08-26,Unmanned Aircraft Systems,100.0,10
8354,2019-08-26,Upper Level Bassoon,100.0,2
8355,2019-08-26,Upper Level Cello,100.0,4
8356,2019-08-26,Upper Level Clarinet,100.0,2
8357,2019-08-26,Upper Level Euphonium,100.0,1
8358,2019-08-26,Upper Level Flute,100.0,3
8359,2019-08-26,Upper Level Horn,100.0,4
8360,2019-08-26,Upper Level Oboe,100.0,3
8361,2019-08-26,Upper Level Organ,100.0,4
8362,2019-08-26,Upper Level Percussion,100.0,7
8363,2019-08-26,Upper Level Piano,100.0,6
8364,2019-08-26,Upper Level Saxophone,100.0,2
8365,2019-08-26,Upper Level String Bass,100.0,2
8366,2019-08-26,Upper Level Trombone,100.0,5
8367,2019-08-26,Upper Level Trumpet,100.0,9
8368,2019-08-26,Upper Level Tuba,100.0,1
8369,2019-08-26,Upper Level Violin,100.0,6
8370,2019-08-26,Upper Level Voice,92.3076923076923,13
8371,2019-08-26,Urogynecology Advanced Elective,0.0,3
8372,2019-08-26,Urology Off Campus,0.0,1
8373,2019-08-26,VBA Spreadsheet Programming,100.0,29
8374,2019-08-26,VI Clinical Internship,100.0,1
8375,2019-08-26,Valuation of Financial Claims,96.875,64
8376,2019-08-26,"Vaping, Tobacco Use, and Your College Experience",93.33333333333333,15
8377,2019-08-26,Vascular Anatomy,100.0,14
8378,2019-08-26,Vascular Sonography I,100.0,13
8379,2019-08-26,Vascular Sonography I Lab,100.0,13
8380,2019-08-26,Venue Management,100.0,14
8381,2019-08-26,Vestibular Rehabilitation,100.0,5
8382,2019-08-26,Veterans Benefits Law,100.0,13
8383,2019-08-26,Victorian Literature,91.30434782608695,23
8384,2019-08-26,Virology Discussion,100.0,11
8385,2019-08-26,Virology Laboratory,92.85714285714286,14
8386,2019-08-26,Viruses and Human Disease,95.55555555555556,45
8387,2019-08-26,Vis International Moot Court,100.0,7
8388,2019-08-26,Vocal Technique,100.0,10
8389,2019-08-26,Vocal/Operatic Coaching,100.0,8
8390,2019-08-26,Voice Habilitation,100.0,5
8391,2019-08-26,Voice for the Actor,92.85714285714286,14
8392,2019-08-26,Volleyball I,0.0,2
8393,2019-08-26,Volleyball II,0.0,1
8394,2019-08-26,War and Film,73.07692307692307,26
8395,2019-08-26,Water Resource Design,97.05882352941177,34
8396,2019-08-26,Water Resources,100.0,27
8397,2019-08-26,Water Workout,0.0,1
8398,2019-08-26,Ways of Knowing Science,95.23809523809523,21
8399,2019-08-26,Wealth Management,100.0,157
8400,2019-08-26,Web Design Basics,100.0,20
8401,2019-08-26,What's in My Medicine Cabinet?,96.72131147540983,61
8402,2019-08-26,Wind Chamber Music,97.77777777777777,45
8403,2019-08-26,Wittgenstein,100.0,12
8404,2019-08-26,Wittgenstein: Seminar Discussion,100.0,6
8405,2019-08-26,Women & Power in US Hist Thru Civil War,89.47368421052632,19
8406,2019-08-26,Women and Politics in the United States,94.5945945945946,37
8407,2019-08-26,Women in Islam and the Middle East,97.05882352941177,34
8408,2019-08-26,Women's Chorale,100.0,33
8409,2019-08-26,Women's Wellness and Counseling Service,0.0,2
8410,2019-08-26,Word Power: Building English Vocabulary,87.3015873015873,63
8411,2019-08-26,Work Psychology and Career Interventions,100.0,8
8412,2019-08-26,Working in Global Health,88.88888888888889,18
8413,2019-08-26,Workshop: Analytical Skills for the GRE,100.0,41
8414,2019-08-26,Workshop: Analytical Skills for the LSAT,100.0,30
8415,2019-08-26,World Archaeology,94.94949494949495,99
8416,2019-08-26,World Events Today!,100.0,33
8417,2019-08-26,World History: Feudal Age to Nuclear Age,80.95238095238095,21
8418,2019-08-26,World Travel: Cross-Cultural Skills,100.0,19
8419,2019-08-26,World of Cicero,85.71428571428571,21
8420,2019-08-26,World of the Beatles,97.95918367346938,98
8421,2019-08-26,Writers in the Community,100.0,13
8422,2019-08-26,Writing Commons: A Community of Writers,90.69767441860465,43
8423,2019-08-26,Writing Film Reviews and Criticism,95.83333333333334,24
8424,2019-08-26,Writing Fundamentals,90.0,80
8425,2019-08-26,Writing Strategies: Word Origins/Choice,93.75,16
8426,2019-08-26,Writing a Grant Proposal,100.0,8
8427,2019-08-26,Writing a Scientific Proposal,100.0,14
8428,2019-08-26,Writing and Community Outreach,100.0,32
8429,2019-08-26,Writing and Reading,97.41935483870968,155
8430,2019-08-26,Writing and Reading Science Fiction,100.0,19
8431,2019-08-26,Writing and Speaking,100.0,5
8432,2019-08-26,Writing for Business,96.7741935483871,31
8433,2019-08-26,Writing for Health and Human Physiology,97.10144927536231,69
8434,2019-08-26,Writing for Learned Journals,100.0,10
8435,2019-08-26,Writing for Sport & Recreation Managers,86.11111111111111,36
8436,2019-08-26,Writing to Change the World,100.0,23
8437,2019-08-26,Wrkshp in Japanese Literary Translation,100.0,20
8438,2019-08-26,Wrongful Convictions,100.0,14
8439,2019-08-26,Yoga,98.49624060150376,532
8440,2020-01-21,3-D Computer-Aided Design,100.0,2
8441,2020-01-21,5K Training,0.0,3
8442,2020-01-21,7 Billion & Counting: Intro Pop Dynamics,100.0,29
8443,2020-01-21,8 Generational Plan: Envisioning Cities,100.0,5
8444,2020-01-21,Abdominal Sonography II,100.0,8
8445,2020-01-21,Abnormal Psychology,95.23809523809523,42
8446,2020-01-21,Abnormal Psychology: Health Professions,99.20634920634922,126
8447,2020-01-21,Abstract Algebra II,100.0,5
8448,2020-01-21,Academic Internship,66.66666666666666,3
8449,2020-01-21,Academic Seminar II,100.0,30
8450,2020-01-21,Academic Skills for Special Needs Stdnts,100.0,8
8451,2020-01-21,Accel Int Spanish for Heritage Speakers,100.0,4
8452,2020-01-21,Accelerated 2nd-Yr Chinese 2nd Semester,100.0,6
8453,2020-01-21,Accelerated Elementary Portuguese,100.0,13
8454,2020-01-21,Accelerated Intermediate Portuguese,100.0,6
8455,2020-01-21,Accelerated Intermediate Spanish,100.0,17
8456,2020-01-21,Accounting Information Systems,100.0,51
8457,2020-01-21,Acctg for Management Analysis & Control,97.67441860465115,43
8458,2020-01-21,Acting I,100.0,28
8459,2020-01-21,Acting II,100.0,14
8460,2020-01-21,Acting for Success,100.0,51
8461,2020-01-21,Acting: Special Topics,100.0,10
8462,2020-01-21,Activities & Athletics Administration,96.15384615384616,26
8463,2020-01-21,Actuarial Exam IFM Preparation,0.0,1
8464,2020-01-21,Acute Care Medicine Rotation,0.0,5
8465,2020-01-21,Adaptive PE for Elementary Teacher,100.0,2
8466,2020-01-21,Addiction and Impulse Control Disorders,100.0,38
8467,2020-01-21,Admin and Policy in Gifted Education,100.0,4
8468,2020-01-21,Admin of Higher Educ and Student Affairs,100.0,9
8469,2020-01-21,Administrative Practicum,100.0,4
8470,2020-01-21,Adult Outpt Psychiatry and Psychotherapy,0.0,6
8471,2020-01-21,"Adult Psychiatry, Pappajohn Pavilion",0.0,5
8472,2020-01-21,Adult-Gerontology Acute Care II,100.0,6
8473,2020-01-21,Adv Clin Train Dev Disab Adults II,100.0,1
8474,2020-01-21,Adv Diagnostic Theraputc Proc Prmry Care,100.0,8
8475,2020-01-21,Adv Field Exper in Dental Public Health,100.0,2
8476,2020-01-21,"Adv Inpatient Sub-I FM, Cedar Rapids",0.0,2
8477,2020-01-21,"Adv Inpatient Sub-I FM, Davenport",0.0,1
8478,2020-01-21,Adv Inpatient Sub-I Family Medicine,0.0,1
8479,2020-01-21,Adv Inpatient Sub-I General Surgery,0.0,8
8480,2020-01-21,Adv Inpatient Sub-I Gynecologic Oncology,0.0,1
8481,2020-01-21,Adv Inpatient Sub-I High Risk Antepartum,0.0,2
8482,2020-01-21,"Adv Inpatient Sub-I IM, Des Moines",0.0,3
8483,2020-01-21,Adv Inpatient Sub-I Internal Medicine,0.0,8
8484,2020-01-21,Adv Inpatient Sub-I Medical Psychiatry,0.0,3
8485,2020-01-21,Adv Inpatient Sub-I Mood/Psychotic Dis,0.0,4
8486,2020-01-21,Adv Inpatient Sub-I Pediatric Care,0.0,4
8487,2020-01-21,"Adv Inpatient Sub-I Rural FM, Algona",0.0,2
8488,2020-01-21,Adv Inpatient Sub-I in CT Surgery,0.0,1
8489,2020-01-21,Adv Legal Res Methods Specialized Subj,0.0,1
8490,2020-01-21,Adv Ophthalmology - Veterans Affairs,0.0,3
8491,2020-01-21,Adv Practicum in Counseling Psychology,0.0,1
8492,2020-01-21,Adv Practicum in Couple & Family Therapy,100.0,6
8493,2020-01-21,Adv Prob Solving in Pharmacol Sciences,0.0,1
8494,2020-01-21,"Adv Russian Music, Lit, and Film II",100.0,7
8495,2020-01-21,Adv Topics ID/HIV/Antimicrobial Therapy,100.0,37
8496,2020-01-21,Adv Woodwind Pedagogy and Literature II,100.0,4
8497,2020-01-21,Advanced Accounting Analytics,100.0,21
8498,2020-01-21,Advanced Acting,100.0,13
8499,2020-01-21,Advanced Analytics,100.0,129
8500,2020-01-21,Advanced Biosystems,100.0,6
8501,2020-01-21,Advanced Brass Ensemble Literature,100.0,3
8502,2020-01-21,Advanced Brass Pedagogy & Literature II,100.0,4
8503,2020-01-21,Advanced Business Presentation Workshop,100.0,8
8504,2020-01-21,Advanced Choral Conducting II,100.0,3
8505,2020-01-21,Advanced Circuit Techniques,100.0,34
8506,2020-01-21,Advanced Clinical Endodontics,100.0,8
8507,2020-01-21,Advanced Clinical Exercise Physiology,100.0,7
8508,2020-01-21,Advanced Clinical Geriatric Dent III,100.0,1
8509,2020-01-21,Advanced Clinical Pediatric Dentistry,100.0,10
8510,2020-01-21,Advanced Clinical Periodontics,100.0,7
8511,2020-01-21,Advanced Clinical Prosthodontics,100.0,2
8512,2020-01-21,Advanced Clinical Radiology,0.0,10
8513,2020-01-21,Advanced Composition,100.0,11
8514,2020-01-21,Advanced Concepts in Drawing,100.0,14
8515,2020-01-21,Advanced Couple and Family Therapy,100.0,3
8516,2020-01-21,Advanced Creative Nonfiction Writing,100.0,18
8517,2020-01-21,Advanced Creative Writing: Special Topic,99.05660377358491,106
8518,2020-01-21,Advanced Database Management & Big Data,100.0,32
8519,2020-01-21,Advanced Didactic Pediatric Dentistry,100.0,10
8520,2020-01-21,Advanced Digital Image Processing,100.0,8
8521,2020-01-21,Advanced Empirical Finance,100.0,4
8522,2020-01-21,Advanced Fiction Writing,100.0,20
8523,2020-01-21,Advanced Film Theory,100.0,7
8524,2020-01-21,Advanced Financial Accounting,100.0,60
8525,2020-01-21,Advanced General Surgery,0.0,6
8526,2020-01-21,Advanced Group Leadership Experience,100.0,6
8527,2020-01-21,Advanced Human Anatomy Laboratory,100.0,18
8528,2020-01-21,Advanced Human Pharmacology,100.0,7
8529,2020-01-21,Advanced Implant Techniques,100.0,7
8530,2020-01-21,Advanced Inference II,100.0,7
8531,2020-01-21,Advanced Inpatient Neurology,0.0,1
8532,2020-01-21,Advanced Intervention Research,100.0,4
8533,2020-01-21,Advanced Italian II,100.0,6
8534,2020-01-21,Advanced Jazz Improvisation,100.0,3
8535,2020-01-21,Advanced Linear Control Systems,95.0,20
8536,2020-01-21,Advanced Medical Device Design Studio,100.0,12
8537,2020-01-21,Advanced Medical Nutrition Therapy  II,100.0,8
8538,2020-01-21,Advanced Modern Standard Arabic II,100.0,5
8539,2020-01-21,Advanced Oral Pathology,100.0,2
8540,2020-01-21,Advanced Oral and Maxillofacial Surgery,100.0,75
8541,2020-01-21,Advanced Orchestral Conducting,100.0,4
8542,2020-01-21,Advanced Otolaryngology,0.0,1
8543,2020-01-21,Advanced Painting,100.0,11
8544,2020-01-21,Advanced Physical Medicine and Rehab,0.0,3
8545,2020-01-21,Advanced Physiology Online,100.0,25
8546,2020-01-21,Advanced Practice Role II: Integration,100.0,68
8547,2020-01-21,Advanced Preceptorship Family Medicine,0.0,2
8548,2020-01-21,Advanced Principles Anesthesia Prac II,100.0,8
8549,2020-01-21,Advanced Printmaking,100.0,14
8550,2020-01-21,Advanced Projects in Paper,100.0,7
8551,2020-01-21,Advanced Psychology for Pre-Medical Trac,100.0,62
8552,2020-01-21,Advanced Rehabilitative Audiology,100.0,6
8553,2020-01-21,Advanced Research Practicum,100.0,8
8554,2020-01-21,Advanced Research in Music Education,85.71428571428571,7
8555,2020-01-21,Advanced Respiratory Pathophysiology,100.0,7
8556,2020-01-21,Advanced Social Policy Family Practice,100.0,63
8557,2020-01-21,Advanced Social Psychology of Disability,100.0,8
8558,2020-01-21,Advanced Spanish Grammar,100.0,11
8559,2020-01-21,Advanced Strategic Communication,100.0,20
8560,2020-01-21,Advanced String Methods & Literature II,100.0,3
8561,2020-01-21,Advanced Studies in a Literary Form,100.0,1
8562,2020-01-21,Advanced Studies in a Literary Theme,100.0,1
8563,2020-01-21,Advanced Studies in an Author,100.0,1
8564,2020-01-21,Advanced Topics in Communication Studies,93.10344827586206,29
8565,2020-01-21,Advanced Topics in Designing/Producing,100.0,34
8566,2020-01-21,Advanced Topics in GSND II,100.0,1
8567,2020-01-21,Advanced Topics in Teaching and Learning,100.0,9
8568,2020-01-21,Advanced Topics in Water & Environment,100.0,11
8569,2020-01-21,Advanced Topics in Writing/Storytelling,100.0,17
8570,2020-01-21,Advanced Translation Practice,100.0,2
8571,2020-01-21,Advanced Translation: Spanish to English,100.0,10
8572,2020-01-21,Advanced Undergrad Biochemistry Research,100.0,10
